SalePrice,OverallQual,TotalSF,YearBuilt,GarageCars,Nbr_CollgCr,Nbr_Crawfor,Nbr_Mitchel,Nbr_NoRidge,Nbr_Veenker,Age,TotalSF_log
80400.0,4,762,1974,3,False,False,False,True,False,51,762
109500.0,5,1917,1979,1,True,False,False,False,False,46,1917
143000.0,5,577,1979,3,False,False,False,False,True,46,577
119000.0,9,2220,1952,0,False,False,True,False,False,73,2220
129000.0,5,2941,1961,0,False,False,False,False,True,64,2941
100000.0,4,969,2008,0,False,False,True,False,False,17,969
12789.0,8,2358,1996,2,False,False,False,False,True,29,2358
150000.0,6,3069,1990,0,False,False,False,True,False,35,3069
240000.0,6,1634,1967,3,False,True,False,False,False,58,1634
76500.0,1,3564,1989,0,False,False,False,True,False,36,3564
140750.0,2,1688,1959,1,True,False,False,False,False,66,1688
128500.0,6,784,1993,2,False,False,False,False,True,32,784
209500.0,4,2024,1976,3,True,False,False,False,False,49,2024
87000.0,1,3636,1970,2,False,False,False,True,False,55,3636
134000.0,6,1470,2007,0,False,False,False,False,True,18,1470
128000.0,1,1392,1954,3,False,False,True,False,False,71,1392
132000.0,2,1665,1992,3,False,True,False,False,False,33,1665
139900.0,3,3807,1952,0,False,False,False,True,False,73,3807
123900.0,5,2038,2002,2,False,False,False,True,False,23,2038
138400.0,3,2969,1989,0,False,True,False,False,False,36,2969
109500.0,1,3515,1969,0,False,False,False,True,False,56,3515
149500.0,4,3659,2002,1,False,False,False,False,True,23,3659
159900.0,3,2258,1957,2,False,False,False,False,True,68,2258
122000.0,1,2039,1981,1,False,False,False,True,False,44,2039
173000.0,8,611,1982,1,False,False,False,False,True,43,611
107500.0,6,2518,1954,1,False,False,False,True,False,71,2518
100000.0,1,3396,2002,2,False,False,False,True,False,23,3396
95000.0,3,2279,1977,3,False,False,True,False,False,48,2279
93369.0,8,1094,1974,0,False,True,False,False,False,51,1094
114900.0,3,1318,1992,1,False,False,False,False,True,33,1318
136000.0,3,2481,2005,0,False,True,False,False,False,20,2481
137900.0,4,3038,1958,1,False,False,True,False,False,67,3038
137250.0,4,1478,1994,0,True,False,False,False,False,31,1478
160250.0,3,528,2003,1,False,False,False,True,False,22,528
163000.0,4,2327,1976,0,False,False,False,False,True,49,2327
270000.0,5,809,1988,3,True,False,False,False,False,37,809
85000.0,2,3941,1977,0,True,False,False,False,False,48,3941
230000.0,3,1883,1984,3,False,False,False,False,True,41,1883
124000.0,2,2078,1993,1,True,False,False,False,False,32,2078
144500.0,5,697,1962,3,False,False,False,True,False,63,697
127000.0,7,3088,1997,0,False,False,False,True,False,28,3088
128000.0,9,627,1958,3,False,False,False,True,False,67,627
308030.0,3,671,1990,1,False,False,True,False,False,35,671
114000.0,4,1607,2006,1,True,False,False,False,False,19,1607
270000.0,1,562,1995,2,False,False,False,True,False,30,562
218000.0,1,3390,1982,1,False,False,True,False,False,43,3390
187000.0,7,3774,1950,0,False,False,False,True,False,75,3774
138500.0,1,3197,1997,0,False,False,False,True,False,28,3197
159000.0,7,1743,1967,2,False,False,False,False,True,58,1743
191000.0,4,1239,1962,2,False,False,False,True,False,63,1239
150000.0,4,3391,1966,1,False,False,False,True,False,59,3391
127000.0,9,3412,2003,0,False,False,False,True,False,22,3412
318000.0,9,666,2006,2,False,False,False,True,False,19,666
240000.0,9,2579,1961,0,False,False,False,True,False,64,2579
143750.0,3,3954,1965,2,False,True,False,False,False,60,3954
84900.0,4,2383,1978,0,False,True,False,False,False,47,2383
155891.0,3,2349,2001,0,False,False,True,False,False,24,2349
144000.0,1,3593,1950,2,False,False,True,False,False,75,3593
64000.0,9,2919,1996,0,False,False,True,False,False,29,2919
125200.0,9,1375,1978,1,False,True,False,False,False,47,1375
90000.0,4,2903,1986,1,False,False,True,False,False,39,2903
104000.0,9,3741,1968,0,False,False,False,False,True,57,3741
126000.0,3,2798,1967,1,True,False,False,False,False,58,2798
160000.0,9,3825,1975,3,False,False,False,False,True,50,3825
100000.0,5,3292,1990,0,True,False,False,False,False,35,3292
257500.0,4,2344,1975,3,True,False,False,False,False,50,2344
215000.0,1,779,1954,3,False,False,False,True,False,71,779
203135.0,5,1646,1960,1,False,False,True,False,False,65,1646
185000.0,4,3809,1983,3,True,False,False,False,False,42,3809
162500.0,7,1328,1972,2,False,False,False,True,False,53,1328
82000.0,9,1315,1983,0,False,False,False,False,True,42,1315
110000.0,1,2179,1996,0,False,False,False,True,False,29,2179
50138.0,9,1560,1968,3,True,False,False,False,False,57,1560
246000.0,6,2485,1985,1,False,False,False,True,False,40,2485
254900.0,1,3154,1998,3,False,False,False,True,False,27,3154
190000.0,7,2521,1970,3,False,False,False,False,True,55,2521
170000.0,6,1310,1955,2,False,False,False,False,True,70,1310
220000.0,4,1012,2008,3,True,False,False,False,False,17,1012
179781.0,2,3450,1985,3,False,False,False,True,False,40,3450
174000.0,9,1233,1997,0,False,True,False,False,False,28,1233
169000.0,1,3639,1963,2,False,False,False,True,False,62,3639
173500.0,5,787,1990,0,True,False,False,False,False,35,787
166500.0,7,3345,1989,1,False,True,False,False,False,36,3345
119500.0,6,2564,1980,1,False,False,False,True,False,45,2564
76000.0,8,2487,1961,3,False,False,False,False,True,64,2487
88250.0,9,2830,1958,2,True,False,False,False,False,67,2830
85500.0,9,1786,2007,3,False,False,False,True,False,18,1786
130000.0,3,733,1976,3,False,False,False,False,True,49,733
149900.0,9,767,1990,1,True,False,False,False,False,35,767
159000.0,7,3909,1981,2,False,True,False,False,False,44,3909
136000.0,7,3371,1976,1,False,True,False,False,False,49,3371
161000.0,2,1393,2000,3,True,False,False,False,False,25,1393
285000.0,7,1823,1987,2,False,False,False,False,True,38,1823
231000.0,9,2871,1969,3,False,True,False,False,False,56,2871
124500.0,9,1032,2005,3,True,False,False,False,False,20,1032
157000.0,4,975,1981,1,False,False,False,True,False,44,975
189500.0,3,1011,1956,2,True,False,False,False,False,69,1011
270000.0,4,3179,2001,1,True,False,False,False,False,24,3179
189000.0,7,2000,1987,2,True,False,False,False,False,38,2000
375000.0,4,770,1961,3,False,False,False,False,True,64,770
240000.0,7,770,1965,3,False,False,True,False,False,60,770
239500.0,6,2628,1994,0,False,False,False,True,False,31,2628
177500.0,8,947,2003,2,False,False,False,False,True,22,947
191000.0,1,873,1954,3,True,False,False,False,False,71,873
181316.0,9,543,1985,1,False,False,False,True,False,40,543
166000.0,5,3727,2000,1,False,False,False,False,True,25,3727
185000.0,7,3930,1967,0,False,True,False,False,False,58,3930
154000.0,6,1416,1994,1,False,False,False,True,False,31,1416
200000.0,9,1519,1975,0,False,False,True,False,False,50,1519
249000.0,3,3083,2004,2,False,False,True,False,False,21,3083
184000.0,4,1814,2008,1,False,False,False,True,False,17,1814
240900.0,8,3860,1962,0,False,False,False,True,False,63,3860
220000.0,6,3381,1950,3,True,False,False,False,False,75,3381
235000.0,4,1802,1982,0,True,False,False,False,False,43,1802
213000.0,5,3337,1956,1,True,False,False,False,False,69,3337
167900.0,6,941,1985,0,False,False,False,True,False,40,941
158000.0,4,3128,1991,0,False,False,True,False,False,34,3128
128000.0,4,1500,1990,2,False,True,False,False,False,35,1500
143000.0,8,1292,1969,2,False,False,True,False,False,56,1292
76500.0,8,2890,2009,2,True,False,False,False,False,16,2890
130000.0,4,2821,1985,0,False,False,False,False,True,40,2821
111000.0,3,3321,1979,1,False,False,True,False,False,46,3321
97000.0,4,1749,1992,2,True,False,False,False,False,33,1749
146000.0,8,842,1973,1,False,False,False,True,False,52,842
123000.0,8,750,1975,2,False,True,False,False,False,50,750
137900.0,6,2302,1970,0,False,False,False,False,True,55,2302
147000.0,2,3122,2009,2,False,False,True,False,False,16,3122
138000.0,3,2065,1994,1,True,False,False,False,False,31,2065
128500.0,3,639,1958,0,False,False,True,False,False,67,639
148800.0,9,2706,1988,3,False,True,False,False,False,37,2706
462000.0,2,827,1972,3,False,False,False,False,True,53,827
398800.0,6,1490,1989,1,False,False,True,False,False,36,1490
404000.0,9,2590,2000,0,False,True,False,False,False,25,2590
610000.0,5,2875,2003,1,False,False,False,False,True,22,2875
360000.0,1,1165,1965,2,False,False,True,False,False,60,1165
296000.0,3,992,1954,0,True,False,False,False,False,71,992
409900.0,6,1322,1961,1,False,True,False,False,False,64,1322
335000.0,6,1642,1976,0,True,False,False,False,False,49,1642
300000.0,1,839,1961,1,False,True,False,False,False,64,839
324000.0,9,2573,1976,1,True,False,False,False,False,49,2573
269500.0,2,2721,1962,0,True,False,False,False,False,63,2721
445000.0,2,1901,1978,3,False,False,True,False,False,47,1901
290000.0,1,990,1950,2,False,False,True,False,False,75,990
255900.0,4,3703,1955,3,True,False,False,False,False,70,3703
213000.0,9,1384,2007,0,False,True,False,False,False,18,1384
184500.0,9,3528,1988,2,False,False,True,False,False,37,3528
212500.0,5,1351,1963,1,False,False,True,False,False,62,1351
552000.0,5,2797,1972,3,True,False,False,False,False,53,2797
382500.0,1,3097,2009,0,False,True,False,False,False,16,3097
320000.0,4,2709,2009,3,True,False,False,False,False,16,2709
248500.0,8,2992,1974,0,False,False,False,True,False,51,2992
286500.0,4,1376,1976,2,True,False,False,False,False,49,1376
173000.0,3,2043,1955,3,False,True,False,False,False,70,2043
184000.0,2,3504,1968,2,False,False,True,False,False,57,3504
167800.0,2,2713,1994,0,False,False,True,False,False,31,2713
180000.0,3,3566,1996,0,False,False,False,False,True,29,3566
170000.0,2,854,1978,1,True,False,False,False,False,47,854
189500.0,5,2820,1953,0,False,False,True,False,False,72,2820
195500.0,3,2209,1973,3,False,False,False,True,False,52,2209
192000.0,6,2012,1959,0,False,False,True,False,False,66,2012
178000.0,6,3739,2001,0,False,False,False,True,False,24,3739
257500.0,6,2357,1955,1,False,False,True,False,False,70,2357
167000.0,3,2749,1976,2,False,False,True,False,False,49,2749
190000.0,6,2635,1983,0,False,True,False,False,False,42,2635
156000.0,8,1848,1951,0,False,False,True,False,False,74,1848
245000.0,8,2828,1982,1,False,False,False,True,False,43,2828
168000.0,7,1530,1970,3,False,True,False,False,False,55,1530
327000.0,2,1894,2007,0,False,False,True,False,False,18,1894
315000.0,7,1267,1997,2,False,True,False,False,False,28,1267
260000.0,8,3788,1977,1,False,False,True,False,False,48,3788
263550.0,3,2609,1992,3,False,False,False,False,True,33,2609
275000.0,4,3560,1962,1,False,True,False,False,False,63,3560
257500.0,2,3759,1981,0,False,False,False,True,False,44,3759
275500.0,6,3006,1995,0,False,False,False,False,True,30,3006
245000.0,3,1297,1977,2,False,False,True,False,False,48,1297
468000.0,1,1763,2008,1,False,False,True,False,False,17,1763
225000.0,2,1516,1953,1,False,False,False,False,True,72,1516
229800.0,1,528,2001,1,True,False,False,False,False,24,528
250000.0,7,3724,1970,3,False,False,False,False,True,55,3724
238500.0,1,3959,1960,1,False,False,False,True,False,65,3959
270000.0,5,966,2001,1,False,False,True,False,False,24,966
264500.0,9,2185,1959,3,False,True,False,False,False,66,2185
291000.0,5,3834,1955,2,True,False,False,False,False,70,3834
234500.0,4,2632,1963,2,False,True,False,False,False,62,2632
209000.0,4,1801,1990,2,False,False,False,False,True,35,1801
159000.0,9,3855,1967,1,False,False,True,False,False,58,3855
152000.0,9,3470,2008,3,False,False,False,True,False,17,3470
143500.0,8,948,1995,3,False,False,False,False,True,30,948
193000.0,1,2914,1975,2,False,False,False,False,True,50,2914
203000.0,4,2935,1953,1,False,True,False,False,False,72,2935
159000.0,9,2345,1950,2,False,True,False,False,False,75,2345
142000.0,8,3353,2004,0,False,False,True,False,False,21,3353
153000.0,8,2555,1964,0,False,True,False,False,False,61,2555
224243.0,2,1900,2002,1,True,False,False,False,False,23,1900
220000.0,9,3908,1964,2,False,False,True,False,False,61,3908
171500.0,5,3199,1973,0,False,False,False,True,False,52,3199
145000.0,8,2528,1956,3,True,False,False,False,False,69,2528
184000.0,1,2934,1965,1,False,False,False,False,True,60,2934
162000.0,5,3882,1955,0,False,True,False,False,False,70,3882
160000.0,1,2041,2004,0,False,False,False,True,False,21,2041
110000.0,7,3333,1950,3,False,False,True,False,False,75,3333
141000.0,5,2425,1989,1,False,True,False,False,False,36,2425
122000.0,3,3394,1957,0,True,False,False,False,False,68,3394
124100.0,5,1605,1967,0,False,False,False,False,True,58,1605
129000.0,7,1757,1982,1,False,False,False,False,True,43,1757
123000.0,4,610,2008,1,False,True,False,False,False,17,610
275000.0,4,3168,1979,1,False,False,True,False,False,46,3168
235000.0,8,1554,1981,3,False,False,True,False,False,44,1554
280750.0,9,2295,1965,0,False,True,False,False,False,60,2295
222000.0,6,628,1961,2,False,True,False,False,False,64,628
195000.0,1,2385,1993,1,False,True,False,False,False,32,2385
180000.0,9,2848,1981,2,False,False,False,True,False,44,2848
156000.0,6,3232,1968,3,False,True,False,False,False,57,3232
318750.0,5,1760,1993,2,False,False,False,True,False,32,1760
241600.0,8,3175,1988,0,True,False,False,False,False,37,3175
180500.0,5,3505,1972,3,False,True,False,False,False,53,3505
206000.0,2,2802,1957,3,False,True,False,False,False,68,2802
256900.0,4,3572,2002,1,False,False,True,False,False,23,3572
163000.0,4,2961,1985,0,False,True,False,False,False,40,2961
113000.0,3,2127,1969,1,False,False,False,True,False,56,2127
230000.0,6,1430,1955,1,False,False,False,True,False,70,1430
130000.0,3,1510,1999,2,False,True,False,False,False,26,1510
143000.0,4,3559,1950,0,False,False,False,True,False,75,3559
168500.0,6,1752,1993,2,False,True,False,False,False,32,1752
172500.0,8,1711,1951,0,True,False,False,False,False,74,1711
141500.0,3,1545,2000,2,False,False,False,True,False,25,1545
118000.0,8,563,2003,1,False,False,False,True,False,22,563
140000.0,2,2258,2008,1,False,False,False,True,False,17,2258
177625.0,7,2137,1964,1,False,False,False,True,False,61,2137
153000.0,6,3205,2002,0,False,True,False,False,False,23,3205
145100.0,1,3610,2007,1,False,True,False,False,False,18,3610
177500.0,1,2243,1968,0,True,False,False,False,False,57,2243
174500.0,4,3445,1991,2,False,True,False,False,False,34,3445
122000.0,2,2691,1956,2,False,False,False,True,False,69,2691
175000.0,7,3549,1986,2,True,False,False,False,False,39,3549
187500.0,7,3274,1993,1,False,False,False,False,True,32,3274
256000.0,8,2273,1999,0,False,False,True,False,False,26,2273
150000.0,9,1760,1982,1,True,False,False,False,False,43,1760
176000.0,9,2473,1961,1,False,False,True,False,False,64,2473
149500.0,8,3978,1973,1,False,False,False,True,False,52,3978
120000.0,1,1985,2009,0,False,False,False,False,True,16,1985
153000.0,9,3174,1974,0,False,False,True,False,False,51,3174
144000.0,7,3747,2000,1,True,False,False,False,False,25,3747
135000.0,9,2230,1958,1,False,True,False,False,False,67,2230
131000.0,9,767,2003,0,False,False,True,False,False,22,767
126000.0,4,2429,1969,1,False,True,False,False,False,56,2429
113000.0,7,3046,1952,0,False,False,True,False,False,73,3046
145500.0,2,3356,2000,3,False,False,False,True,False,25,3356
102900.0,8,1447,1978,3,False,True,False,False,False,47,1447
152500.0,5,547,1988,2,False,False,False,False,True,37,547
129900.0,3,1272,2006,2,True,False,False,False,False,19,1272
99900.0,1,2430,1996,1,False,False,False,False,True,29,2430
149000.0,9,2802,1993,0,False,False,True,False,False,32,2802
114000.0,3,1146,1983,0,False,False,True,False,False,42,1146
125000.0,8,3946,2002,1,False,False,False,False,True,23,3946
142900.0,9,3900,1963,1,False,False,True,False,False,62,3900
156500.0,5,3964,1995,0,False,False,False,True,False,30,3964
59000.0,5,2748,1983,2,True,False,False,False,False,42,2748
106000.0,2,992,1960,1,False,False,False,True,False,65,992
78500.0,8,518,2001,0,False,True,False,False,False,24,518
190000.0,7,1526,1973,2,True,False,False,False,False,52,1526
154000.0,5,2745,1963,1,True,False,False,False,False,62,2745
163000.0,2,3793,2001,3,False,False,True,False,False,24,3793
143500.0,6,1005,1996,2,False,True,False,False,False,29,1005
135000.0,8,1753,1980,2,False,False,False,False,True,45,1753
113500.0,2,2136,1950,1,False,True,False,False,False,75,2136
128500.0,4,862,1993,3,False,False,False,False,True,32,862
128000.0,6,2705,1957,0,False,True,False,False,False,68,2705
118900.0,8,1679,1953,0,False,True,False,False,False,72,1679
138000.0,4,3205,1996,0,False,False,False,False,True,29,3205
133500.0,7,942,1950,2,False,False,False,True,False,75,942
135000.0,7,895,1981,3,False,False,True,False,False,44,895
144750.0,8,3877,1958,2,False,False,True,False,False,67,3877
145000.0,2,1852,1953,2,False,False,True,False,False,72,1852
127000.0,7,844,1961,1,False,False,False,False,True,64,844
128900.0,1,2039,1973,1,False,False,True,False,False,52,2039
103500.0,4,2148,1970,3,True,False,False,False,False,55,2148
130000.0,9,2559,1951,3,False,True,False,False,False,74,2559
129000.0,5,631,1956,1,False,False,False,False,True,69,631
150000.0,2,3544,1996,2,False,False,False,False,True,29,3544
94550.0,5,2480,1954,1,True,False,False,False,False,71,2480
103000.0,6,2459,1992,1,False,True,False,False,False,33,2459
129500.0,1,2034,1985,2,False,False,True,False,False,40,2034
80000.0,4,2505,1997,2,False,False,False,False,True,28,2505
45000.0,2,657,1972,3,False,False,False,False,True,53,657
99500.0,5,3497,1980,2,False,False,False,False,True,45,3497
87500.0,5,567,1988,0,False,False,False,False,True,37,567
160000.0,5,2092,1961,3,False,False,False,False,True,64,2092
119000.0,1,2751,2002,1,False,False,False,False,True,23,2751
58500.0,1,3947,1984,3,True,False,False,False,False,41,3947
119000.0,9,1603,2005,1,False,False,False,False,True,20,1603
146500.0,5,2849,1953,2,False,False,False,True,False,72,2849
44000.0,7,1102,1999,3,False,True,False,False,False,26,1102
149000.0,4,2627,1992,2,False,True,False,False,False,33,2627
137000.0,4,3797,1950,0,False,False,True,False,False,75,3797
93000.0,3,1535,1956,1,False,False,False,False,True,69,1535
115000.0,2,2681,1983,2,False,False,False,False,True,42,2681
150000.0,3,1426,1979,3,True,False,False,False,False,46,1426
126500.0,2,3758,1971,0,False,False,False,True,False,54,3758
155000.0,4,2104,1964,1,False,True,False,False,False,61,2104
179900.0,5,815,2002,2,False,True,False,False,False,23,815
62500.0,2,1044,1972,3,False,False,True,False,False,53,1044
149000.0,2,3743,1977,1,False,False,False,False,True,48,3743
123000.0,1,1137,1953,0,True,False,False,False,False,72,1137
97500.0,8,3888,1999,1,False,False,True,False,False,26,3888
135000.0,9,1057,1980,3,False,False,True,False,False,45,1057
70000.0,5,2833,1989,0,False,False,True,False,False,36,2833
116000.0,4,750,1996,2,True,False,False,False,False,29,750
88750.0,6,1679,1973,0,True,False,False,False,False,52,1679
179000.0,7,1295,1974,2,False,False,False,False,True,51,1295
159900.0,4,1553,1993,0,True,False,False,False,False,32,1553
63000.0,3,626,1963,1,False,False,True,False,False,62,626
113500.0,9,2620,1982,2,False,False,False,False,True,43,2620
149900.0,2,1599,1982,3,False,False,True,False,False,43,1599
165000.0,5,2645,2000,3,False,False,True,False,False,25,2645
148000.0,1,3778,2004,0,False,True,False,False,False,21,3778
165000.0,9,3839,1999,1,True,False,False,False,False,26,3839
63900.0,4,2282,1975,3,False,True,False,False,False,50,2282
122000.0,6,2580,1959,1,False,True,False,False,False,66,2580
121500.0,6,2214,1987,3,False,False,True,False,False,38,2214
154400.0,2,3612,1994,3,True,False,False,False,False,31,3612
125000.0,8,1722,1967,0,False,False,True,False,False,58,1722
139500.0,9,2834,1973,1,False,False,False,True,False,52,2834
162000.0,7,2186,1985,3,False,False,True,False,False,40,2186
156500.0,5,1647,2009,2,False,False,True,False,False,16,1647
239900.0,8,1815,2007,1,True,False,False,False,False,18,1815
131000.0,4,968,1985,1,False,False,True,False,False,40,968
147983.0,6,3512,1984,3,False,False,True,False,False,41,3512
118858.0,4,2099,1970,0,False,True,False,False,False,55,2099
148325.0,7,1272,1955,2,False,False,True,False,False,70,1272
113722.0,5,1189,1970,0,True,False,False,False,False,55,1189
269500.0,8,1384,1956,3,False,True,False,False,False,69,1384
269500.0,4,1681,1958,3,False,False,False,False,True,67,1681
269500.0,1,2227,1950,2,False,False,False,False,True,75,2227
323262.0,6,3377,1994,2,False,False,True,False,False,31,3377
332000.0,4,1103,1975,1,False,True,False,False,False,50,1103
239900.0,8,3783,1988,1,False,False,False,True,False,37,3783
272500.0,6,860,1957,1,False,False,False,False,True,68,860
200000.0,6,2638,1959,3,False,True,False,False,False,66,2638
221800.0,9,1085,2008,1,False,False,False,False,True,17,1085
237000.0,1,2470,1956,3,False,True,False,False,False,69,2470
173000.0,9,2771,1979,0,False,False,True,False,False,46,2771
233500.0,4,2309,1955,0,False,True,False,False,False,70,2309
143000.0,7,2235,1986,3,False,True,False,False,False,39,2235
207000.0,4,3559,1979,2,True,False,False,False,False,46,3559
200000.0,3,3351,1989,1,False,False,True,False,False,36,3351
203000.0,8,701,1969,2,False,False,False,True,False,56,701
201000.0,1,2256,1997,0,False,False,False,False,True,28,2256
140000.0,4,2596,1972,3,False,True,False,False,False,53,2596
134900.0,1,875,1953,3,False,True,False,False,False,72,875
250000.0,4,3515,1957,3,False,False,True,False,False,68,3515
254750.0,7,3177,2006,3,True,False,False,False,False,19,3177
198500.0,2,3127,1979,1,False,False,False,False,True,46,3127
211000.0,3,2866,1970,1,False,False,False,True,False,55,2866
220000.0,5,3516,1958,3,False,True,False,False,False,67,3516
279500.0,2,2841,1968,1,True,False,False,False,False,57,2841
210000.0,4,3577,1972,0,False,False,False,False,True,53,3577
293200.0,3,555,1972,2,False,False,False,False,True,53,555
170000.0,5,1954,1971,1,False,False,False,True,False,54,1954
127000.0,8,2586,1996,1,False,False,True,False,False,29,2586
145500.0,5,1061,1989,2,False,False,False,False,True,36,1061
85000.0,5,2812,2006,2,False,False,False,False,True,19,2812
120000.0,2,1717,1984,3,False,False,False,True,False,41,1717
119900.0,3,1846,1984,2,False,True,False,False,False,41,1846
103500.0,8,1586,1966,1,False,False,True,False,False,59,1586
122000.0,3,2564,1963,1,False,False,False,True,False,62,2564
160000.0,4,1713,1978,3,False,True,False,False,False,47,1713
105000.0,8,694,2006,1,False,False,False,True,False,19,694
147500.0,7,3839,2009,2,False,False,False,True,False,16,3839
137000.0,7,2963,1963,1,False,False,False,True,False,62,2963
205000.0,3,3966,1983,3,True,False,False,False,False,42,3966
155000.0,4,520,2008,0,False,False,False,True,False,17,520
205000.0,7,1624,1976,1,False,True,False,False,False,49,1624
144800.0,1,2306,1963,2,False,True,False,False,False,62,2306
193000.0,9,552,2007,3,False,False,False,False,True,18,552
158000.0,1,955,1960,3,True,False,False,False,False,65,955
224000.0,8,2425,2008,0,False,True,False,False,False,17,2425
115000.0,7,3842,1973,2,True,False,False,False,False,52,3842
137000.0,6,2150,1971,1,False,False,False,False,True,54,2150
121000.0,7,1250,1977,0,True,False,False,False,False,48,1250
208000.0,6,3523,1995,1,False,True,False,False,False,30,3523
315000.0,3,1319,2005,2,False,False,True,False,False,20,1319
123000.0,8,3604,1971,1,True,False,False,False,False,54,3604
75000.0,2,907,1981,1,True,False,False,False,False,44,907
230000.0,3,2285,1988,3,False,False,True,False,False,37,2285
57625.0,3,1359,1968,2,False,False,False,True,False,57,1359
251000.0,6,1274,1977,2,False,False,True,False,False,48,1274
156450.0,7,2237,1976,3,False,False,False,True,False,49,2237
173000.0,5,2668,1973,1,False,False,True,False,False,52,2668
152000.0,3,1589,1957,3,True,False,False,False,False,68,1589
410000.0,3,1599,1963,3,False,False,False,True,False,62,1599
316500.0,2,1355,1970,2,False,False,False,True,False,55,1355
204000.0,1,3056,1980,3,False,False,True,False,False,45,3056
213500.0,1,2234,1985,3,True,False,False,False,False,40,2234
